1,A,Dijiang,M,CHN
2,A,Lamusi,M,CHN
3,Gunnar,Aaby,M,DEN
4,Edgar,Aabye,M,DEN
5,Christine,Aaftink,F,NED
6,Per,Aaland,M,USA
7,John,Aalberg,M,USA
8,Cornelia,(-Strannood),F,NED
9,Antti,Aalto,M,FIN
10,Einar,Aalto,M,FIN
11,Jorma,Aalto,M,FIN
12,Jyri,Aalto,M,FIN
13,Minna,Aalto,F,FIN
14,Pirjo,(Mattila-),F,FIN
15,Arvo,Aaltonen,M,FIN
16,Juhamatti,Aaltonen,M,FIN
17,Paavo,Aaltonen,M,FIN
18,Timo,Aaltonen,M,FIN
19,Win,Aaltonen,M,FIN
20,Kjetil,Aamodt,M,NOR
21,Ragnhild,Aamodt,F,NOR
22,Andreea,Aanei,F,ROU
23,Fritz,Aanes,M,NOR
24,Nils,Aaness,M,NOR
25,Alf,Aanning,M,NOR
26,Agnes,(-Eyde),F,NOR
27,Johan,Aantjes,M,NED
28,Jan-Erik,Aarberg,M,NOR
29,Willemien,Aardenburg,F,NED
30,Pepijn,Aardewijn,M,NED
31,Evald,(rman-),M,EST
32,Olav,Aarnes,M,NOR
33,Mika,Aarnikka,M,FIN
34,Jamale,(Ahrass-),M,FRA
35,Dagfinn,Aarskog,M,NOR
36,Stefan,Aartsen,M,NED
37,Ann,Aarnes,F,NOR
38,Karl,Aas,M,NOR
39,Lars,Aas,M,NOR
40,Roald,Aas,M,NOR
41,Rolf,Aas,M,NOR
42,Thomas,Aas,M,NOR
43,Morten,Aasen,M,NOR
44,Meelis,Aasme,M,EST
45,Hakon,Aasns,M,NOR
46,Hans,Aasns,M,NOR
47,Erling,Aastad,M,NOR
48,Abdelhak,Aatakni,M,MAR
49,Moonika,Aava,F,EST
50,Arvi,Aavik,M,EST
51,Nstor,Sanjun,M,ESP
52,Patrick,Abada,M,FRA
53,Talaat,Abada,M,EGY
54,Mohamed,Abadi,M,IRI
55,Antonio,Beci,M,ESP
56,Ren,Abadie,M,FRA
57,Borislav,Abadzhiev,M,BUL
58,Georgi,Abadzhiev,M,BUL
59,Ivan,Abadzhiev,M,BUL
60,Mikhail,Abadzhiev,M,BUL
61,Stefan,Abadzhiev,M,BUL
62,Giovanni,Abagnale,M,ITA
63,Jos,Gmez,M,ESP
64,M'Bairo,Abakar,M,CHA
65,Patimat,Abakarova,F,AZE
66,Mohamed,Abakkar,M,SUD
67,Mariya,(-Tarabina),F,RUS
68,Pablo,Abal,M,ARG
69,Tamara,Daz,F,ESP
70,Jess,Martnez,M,CUB
71,Juan,Delgado,M,CUB
72,Aleksey,Abalmasov,M,BLR
73,Luc,Abalo,M,FRA
74,Mara,Abalo,F,ARG
75,Giorgos,Abalof,M,GRE
76,Jouan,Etong,M,CMR
77,Antoine,Abang,M,CMR
78,Salim,Abanoz,M,TUR
79,Carlos,Gonzlez,M,CHI
80,Jos,Plotas,M,ESP
81,Georgios,Abaris,M,GRE
82,Enrique,Martnez,M,MEX
83,Carlos,Chavez,M,CHI
84,Stephen,Abas,M,USA
85,Alejandro,Garca,M,ESP
86,Jos,Gmez,M,ESP
87,Rost'om,Abashidze,M,URS
88,Nunu,(-Myslaieva),F,URS
89,Rodrigo,Abasolo,M,CHI
90,Tamila,Abasova,F,RUS
91,Emanuele,Abate,M,ITA
92,Ignazio,Abate,M,ITA
93,Jol,Abati,M,FRA
94,Ral,Abatte,M,CHI
95,Georgia,Abatzidou,F,GRE
96,Carlos,Balladares,M,NCA
97,Carlos,Abaunza,M,NCA
98,Hctor,Abaunza,M,MEX
99,Pter,Abay,M,HUN
100,Oszkr,Abay-Nemes,M,HUN
101,Adeyemi,Abayomi,M,NGR
102,Sayed,Abaza,M,EGY
103,Silvano,Abba,M,ITA
104,Gana,Kimet,M,CHA
105,Ilyas,Abbadi,M,ALG
106,Agostino,Abbagnale,M,ITA
107,Carmine,Abbagnale,M,ITA
108,Giuseppe,Abbagnale,M,ITA
109,Abdul,Hashem,M,KUW
110,Abubakar,Abbas,M,BRN
111,Aqarab,Abbas,M,PAK
112,Aziz,Abbas,M,IRQ
113,Bassim,Al-Ogaili,M,IRQ
114,Essa,Hashem,M,KUW
115,Ghulam,Abbas,M,PAK
116,Hosni,Abbas,M,UAR
117,Maher,Abbas,M,LIB
118,Mahmoud,Abbas,M,EGY
119,Mohamed,Abbas,M,EGY
120,Mohammed,Sabih,M,IRQ
121,Muhammad,Abbas,M,PAK
122,Nader,Abbas,M,QAT
123,Sohail,Abbas,M,PAK
124,Youssef,Abbas,M,EGY
125,Zulkifli,Abbas,M,MAS
126,Forough,Abbasi,F,IRI
127,Shakeel,Abbasi,M,PAK
128,Soulmaz,Azad,F,IRI
129,Ruslan,Abbasov,M,AZE
130,Tural,Abbasov,M,AZE
131,Tran,Abbasova,F,AZE
132,Simona,Abbate,F,ITA
133,Franz,Abb,M,GER
134,Christian,Abbiati,M,ITA
135,Lois,Abbingh,F,NED
136,Alessandro,Abbio,M,ITA
137,Giordano,Abbondati,M,ITA
138,Salwan,Abbood,M,IRQ
139,George,Abbot,M,GRE
140,William,Jr.,M,CAN
141,Clare,Abbott,F,IRL
142,David,Abbott,M,USA
143,Desmond,Abbott,M,AUS
144,Geoffrey,Abbott,M,RSA
145,Jeremy,Abbott,M,USA
146,Jeremy,Abbott,M,CAN
147,Joanne,Abbott,F,CAN
148,Kathryn,Abbott,F,CAN
149,Mara,Abbott,F,USA
150,Margaret,(-Dunne),F,USA
151,Mary,(Perkins-),F,USA
152,Matt,Abbott,M,CAN
153,Monica,Abbott,F,USA
154,Khadija,Abbouda,F,MAR
155,Mohamed,Mohamed,M,EGY
156,Mahmoud,El-Kader,M,EGY
157,Mohamed,El-Salam,M,EGY
158,Noha,Rabo,F,EGY
159,Reem,El-Bossaty,F,EGY
160,Ali,Afringi,M,ERI
161,Hossam,Abdalla,M,EGY
162,Hosam,Abdallah,M,EGY
163,Ismail,Abdallah,M,UAR
164,Maged,Abdallah,M,EGY
165,Nia,Abdallah,F,USA
166,Omari,Abdallah,M,TAN
167,Ould,Abdallah,M,FRA
168,Younis,Rabee,M,KUW
169,Raida,Bader,F,JOR
170,Maha,Gouda,F,EGY
171,Mahmoud,Aziz,M,EGY
172,Mohamed,Ellah,M,EGY
173,Mohamed,Fatah,M,SUD
174,Ali,Badawi,M,UAR
175,Abdelgani,Fattah,M,EGY
176,Mahmoud,Fattah,M,UAR
177,Mohamed,Fattah,M,EGY
178,Sayed,Gadir,M,SUD
179,Ibrahim,Galil,M,SUD
180,Heba,Gawad,F,EGY
181,Sara,Gawad,F,EGY
182,Gamal,Ghani,M,EGY
183,Abdel,Hadj,M,UAR
184,Ragy,Hady,M,EGY
185,Osman,Hafeez,M,EGY
186,Mohamed,Hafiz,M,UAR
187,Moustafa,Halim,M,EGY
188,Mohamed,Hamed,M,EGY
189,Hwad,Lumomba,M,SUD
190,Ibrahim,Hamid,M,EGY
191,Tamer,Hamid,M,EGY
192,Ahmed,Mobarak,M,EGY
193,Dorri,Said,M,EGY
194,Moustafa,Kader,M,UAR
195,Mohamed,Kerim,M,EGY
196,Mohamed,Khaled,M,TUN
197,Abdel,Latif,M,EGY
198,Walid,Maksoud,M,EGY
199,Amir,Meguid,M,EGY
200,Mohamed,Mohamed,M,EGY
201,Karim,Mohsen,M,EGY
202,Awad,Awad,M,EGY
203,Ahmed,Naeim,M,EGY
204,Moustafa,Naser,M,LBA
205,Ali,Radi,M,EGY
206,Amin,Rahman,M,UAR
207,Mohamed,Rahman,M,EGY
208,Fathi,Rahman,M,EGY
209,Ibrahim,Rahman,M,UAR
210,Khaled,Rahman,M,EGY
211,Sameh,Rahman,M,UAR
212,Yasser,Sakr,M,EGY
213,Samy,Razek,M,EGY
214,Mohamed,Razik,M,EGY
215,Ibrahim,Rehim,M,EGY
216,Kamal,Rehim,M,EGY
217,Reskalla,Rehim,M,EGY
218,Ahmed,Samad,M,EGY
219,Ali,Sami,M,EGY
220,Mohamed,Sami,M,UAR
221,Sameh,Muhammad,M,EGY
222,Mohamed,Wehab,M,EGY
223,Mahmoud,Abdel-Aal,M,EGY
224,Mohamed,Abdel-El,M,EGY
225,Shaimaa,Abdel-Latif-Hashad,F,EGY
226,Sanad,Abdel-Nadif,M,SUD
227,Ahmed,Abdelaal,M,EGY
228,Mahmoud,Abdelaal,M,EGY
229,Mohamed,Abdelaal,M,EGY
230,Moustafa,Abdelal,M,EGY
231,Mahmod,Abdelaly,M,EGY
232,Ibrahim,Abdelbaki,M,EGY
233,Aziza,Abdelfattah,F,EGY
234,Abdalla,El-Sheikh,M,SUD
235,Magdi,Ahmed,M,EGY
236,Ragab,Abdallah,M,EGY
237,Ben,Abdelkrim,M,FRA
238,Mohamed,Abdellah,M,EGY
239,Ayoub,Abdellaoui,M,ALG
240,Leila,Abdelmoez,F,EGY
241,Sayed,Hamed,M,EGY
242,Ahmed,Abdelrahman,M,EGY
243,Ihab,Abdelrahman,M,EGY
244,Raouf,Abdelraouf,M,EGY
245,Abouelfetoh,Abdelrazek,M,EGY
246,Mamdouh,Abdelrehim,M,EGY
247,El-Hachemi,Abdenouz,M,ALG
248,Rda,Abdenouz,M,ALG
249,Mouni,Abderrahim,F,ALG
250,Saeid,Abdevali,M,IRI
251,Bashir,Abdi,M,BEL
252,Youcef,Abdi,M,AUS
253,Jamal,Abdullah,M,QAT
254,Talal,Abdillahi,M,DJI
255,Mahmoud,Abdin,M,EGY
256,Abdihakim,Abdirahman,M,USA
257,Ali,Abdo,M,AUS
258,Hamza,Abdo,M,PLE
259,Reema,Abdo,F,CAN
260,Ahmed,Mustafa,M,SUD
261,Nasrollah,Abdollahi,M,IRI
262,Yhyacinthe,Abdon,M,CMR
263,Hassane,Abdou,M,COM
264,Justin,Abdou,M,CAN
265,Moustafa,Arfah,M,EGY
266,Raouf,Abdou,M,EGY
267,Mohamed,El-Souad,M,EGY
268,Brahim,Abdoulaye,M,CHA
269,Fawziya,Abdoulkarim,F,CMR
270,Alaa,Abdoun,M,EGY
271,Ibrahim,Abdrabbou,M,EGY
272,Berik,Abdrakhmanov,M,KAZ
273,Maizurah,Rahim,F,BRU
274,Mehdi,Al-Sada,M,IRQ
275,Bashir,Aziz,M,KUW
276,Chairil,Aziz,M,MAS
277,Shaimaa,Aziz,F,EGY
278,Mohamed,Hadj,M,MAS
279,Jefri,Hakeem,M,BRU
280,Mohamed,Hamid,M,SUD
281,S.,Hamid,M,IND
282,Hadi,Jabbar,M,IRQ
283,Mohamed,Jawad,M,KSA
284,Anouar,Kader,M,SYR
285,Talal,Kader,M,IRQ
286,Abdul,Kareem,M,KUW
287,Taha,Karim,M,IRQ
288,Masoud,Al-Rahman,M,QAT
289,Abdul,Latheef,M,MDV
290,Fatima,Al-Kirashi,F,BRN
291,Majed,Mohamed,M,KSA
292,Firouz,Mohammadian,M,IRI
293,Hussam,Rahman,M,JOR
294,Mohamed,Rahman,M,BRN
295,Suleman,Rahman,M,ETH
296,Zambrose,Rahman,M,MAS
297,Lala,Rashid,M,PAK
298,Muhammad,Rashid,M,PAK
299,Dana,(Hussain-),F,IRQ
300,A.,Razzak,M,IRQ
301,Mohamed,Razzak,M,IRQ
302,Muhammad,Razzaq,M,PAK
303,Hazim,Ridha,M,IRQ
304,Rauf,Seoud,M,EGY
305,Samir,Shakour,M,KSA
306,Nabil,Tahlak,M,UAE
307,Fahmi,Al-Tahri,M,YAR
308,Mohamed,Al-Salah,M,KUW
309,Qazi,Waheed,M,PAK
310,Patmawati,Wahid,F,INA
311,Haidar,Hassan,M,IRQ
312,Haidar,Hassan,M,IRQ
313,Lawal,Abdulai,M,NGR
314,Rukayatu,Abdulai,F,CAN
315,Mona,Hassanein,F,EGY
316,Zagalav,Abdulbekov,M,URS
317,Roosevelt,Abdulgafur,M,PHI
318,Ahmed,Ahmed,M,IRQ
319,Gamal,Abdulla,M,EGY
320,Mohamed,Abdulla,M,EGY
321,Ahmad,Abdullah,M,QAT
322,Ahmed,Abdullah,M,EGY
323,Aquil,(Shumate-),M,USA
324,Atallah,Abdullah,M,IRQ
325,Magdy,Abdullah,M,EGY
326,Mohamed,Abdullah,M,UAE
327,Mohamed,Abdullah,M,UAE
328,Mohamed,Abdullah,M,IRQ
329,Osama,Abdullah,M,KUW
330,Tewfik,Abdullah,M,EGY
331,Wan,Abdullah,M,MAS
332,Zarinah,Abdullah,F,SGP
333,Abdel,Salih,M,SUD
334,Abubakar,Abdullahi,M,NGR
335,Abdulqdir,Abdullayev,M,AZE
336,Arif,Abdullayev,M,AZE
337,Mukhammad,Abdullayev,M,UZB
338,Muminzhon,Abdullayev,M,UZB
339,Namiq,Abdullayev,M,AZE
340,Laye,Abdullayeva,F,AZE
341,lqar,Abdulov,M,AZE
342,Abdullah,Zeyab,M,KUW
343,Abir,Khalil,F,EGY
344,Amer,Al-Hammadi,M,UAE
345,Omar,Al-Amoudi,M,UAE
346,Shaza,El-Sayed,F,EGY
347,Najim,Al-Enazy,M,KUW
348,Zeyad,Al-Enazy,M,KUW
349,Waheed,Karaawi,M,IRQ
350,Mohamed,El-Baki,M,EGY
351,Julius,Abdur-Rahim,M,USA
352,Sherzod,Abdurahmonov,M,UZB
353,Rasul,Abduraim,M,KGZ
354,Bekzod,Abdurakhmonov,M,UZB
355,Mukhamadmurod,Abdurakhmonov,M,TJK
356,Adlan,Abdurashidov,M,RUS
357,Yusup,Abdusalomov,M,TJK
358,Fawzi,Abdussalam,M,LBA
359,Andrey,Abduvaliyev,M,EUN
360,Dzhamolidin,Abduzhaparov,M,URS
361,Aybek,Abdymomunov,M,KGZ
362,Isao,Abe,M,JPN
363,Kazumi,Abe,M,JPN
364,Kazuo,Abe,M,JPN
365,Kinya,Abe,M,JPN
366,Kiyoshi,Abe,M,JPN
367,Masashi,Abe,M,JPN
368,Naoki,Abe,M,JPN
369,Osamu,Abe,M,JPN
370,Shigeaki,Abe,M,JPN
371,Shinnosuke,Abe,M,JPN
372,Sanshiro,Abe,M,JPN
373,Tadashi,Abe,M,JPN
374,Tadatoshi,Abe,M,JPN
375,Wakako,Abe,F,JPN
376,Yoshiyuki,Abe,M,JPN
377,Yuki,Abe,M,JPN
378,Angelik,Abebame,F,CGO
379,Addis,Abebe,M,ETH
380,Biruk,Abebe,M,ETH
381,Benaissa,Abed,M,ALG
382,Soha,Elaal,F,EGY
383,Mojtaba,Shormasti,M,IRI
384,Thophile,Mbida,M,CMR
385,Max,Abegglen,M,SUI
386,Alexandre,Abeid,M,BRA
387,Sonia,Esteban,F,ESP
388,Abel,Braga,M,BRA
389,Adolf,Abel,M,GER
390,Brooke,Abel,F,USA
391,Clarence,Abel,M,USA
392,George,Abel,M,CAN
393,Gnther,Abel,M,FRG
394,Irene,Abel,F,GDR
395,Jennifer,Abel,F,CAN
396,Katja,Abel,F,GER
397,Mara,Diguez,F,ESP
398,Roger,Abel,M,MON
399,Egil,Abel,M,NOR
400,Yaritza,Rojas,F,CUB
401,Abelardo,Antua,M,ESP
402,Arthur,Abele,M,GER
403,Ruth,Abeles,F,ISR
404,Louis,Abell,M,USA
405,Jos,Fanjul,M,MEX
406,Ramn,Caside,M,URU
407,Ral,Abella,M,ARG
408,Alfonso,Lpez,M,ESP
409,Juan,Pallahi,M,ESP
410,Edwige,Fouda,F,CMR
411,Gezahgne,Abera,M,ETH
412,Tesfaye,Dibaba,M,ETH
413,Hugo,Aberastegui,M,ARG
414,Arvid,berg,M,SWE
415,Bjrn,berg,M,SWE
416,Nils,berg,M,SWE
417,Sara,berg,F,SWE
418,Karl,berg,M,FIN
419,Majken,berg,F,SWE
420,Olof,berg,M,SWE
421,Mohamed,Aberhoune,M,MAR
422,Julianne,Abernathy,F,ISV
423,Michael,Abernathy,M,USA
424,Moira,(-Ford),F,RSA
425,Salim,Abes,M,ALG
426,Edme,(-Barr),F,SUI
427,Pasqualino,Abeti,M,ITA
428,Elvan,Abeylegesse,F,TUR
429,Ruwani,Abeymanne,F,SRI
430,Matthew,Abeysinghe,M,SRI
431,Narek,Abgaryan,M,ARM
432,Koutoua,Abia,M,CIV
433,Pablo,Vicen,M,ESP
434,David,Abibssira,M,FRA
435,Silke,Abicht,F,GDR
436,Haithem,Abid,M,TUN
437,Younis,Sadkhan,M,IRQ
438,Jaiye,Abidoye,M,NGR
439,Sagat,Abikeyeva,F,KAZ
440,Mitsuhiro,Abiko,M,JPN
441,Tomomi,Abiko,F,JPN
442,Catherine,Awino,F,KEN
443,Ismail,(-Nizamolu),M,BUL
444,Camille,Abily,F,FRA
445,Endurance,Abinuwa,F,NGR
446,Bode,Abiodun,M,NGR
447,Firmin,Abissi,M,BEN
448,Sarah,Abitbol,F,FRA
449,Inga,Abitova,F,RUS
450,Ceyhun,Abiyev,M,AZE
451,Diana,Abla,F,BRA
452,Enver,Ablaiev,M,UKR
453,Leslie,Ablett,M,GBR
454,Edgar,Ablowich,M,USA
455,Denis,Ablyazin,M,RUS
456,Karin,Abma,F,NED
457,Thorine,Mbeza,F,CMR
458,Felix,Aboagye,M,GHA
459,Bukola,Abogunloko,F,NGR
460,Viktor,Aboimov,M,URS
461,Mohamed,Aboker,M,SOM
462,Ilze,bola,F,LAT
463,Agnese,boltia,F,LAT
464,Abdul,Aboobakur,M,MDV
465,Matthew,Abood,M,AUS
466,Piroska,Gvorgyzakab,F,ESP
467,Jean-Pierre,Abossolo-Ze,M,CMR
468,Abdelhalim,Abou,M,EGY
469,Tarek,Dahab,M,LIB
470,Bachir,Assi,M,LIB
471,Ashraf,El-Hassan,M,EGY
472,Galal,El-Kheir,M,EGY
473,Magdy,El-Magd,M,EGY
474,Essameldin,El-Nein,M,EGY
475,Abdel,El-Yazi,M,EGY
476,Mohamed,Elea,M,EGY
477,Mahmoud,Elelaa,M,EGY
478,Mohammed,Habaga,M,EGY
479,Zaid,Hamed,M,SYR
480,Youssef,Ouf,M,EGY
481,Gaber,Zeid,M,EGY
482,Taher,Amer,M,EGY
483,Ahmed,Abou-Shadi,M,EGY
484,Abdel,Abou-Shanab,M,UAR
485,Sadoon,Aboub,M,IRQ
486,Zakaria,Aboub,M,MAR
487,Inni,Aboubacar,M,NIG
488,Ibrahim,Aboubaker,M,QAT
489,Ahmed,Aboud,M,IRQ
490,Fathi,Aboud,M,LBA
491,Kamel,Aboud,M,ALG
492,Marwan,Aboud,M,IRQ
493,Rabah,Aboud,M,ALG
494,Mamdouh,Abouebaid,M,EGY
495,Alaaeldin,Abouelkassem,M,EGY
496,Haysam,Abouelw,M,EGY
497,Waguih,Seoud,M,EGY
498,El-Sayed,Aboumedan,M,EGY
499,Dany,Abounaoum,M,LIB
500,Sdonoud,Abouta,M,MLI
501,Mohamed,Aboutrika,M,EGY
502,Ahmad,Abouwi,M,AFG
503,Adeola,Aboyade-Cole,M,NGR
504,Cheryl,Abplanalp,F,USA
505,Alexander,(Steglitz),M,GER
506,Andrei,Abraham,M,ROU
507,Attila,brahm,M,HUN
508,Bernhard,Abraham,M,GER
509,Gary,Abraham,M,GBR
510,Melita,Schssler,F,CHI
511,Tadesse,Abraham,M,SUI
512,Shiny,Abraham-Wilson,F,IND
513,Mariola,(-Fronckowiak),F,POL
514,Ara,Abrahamian,M,SWE
515,Stphan,Gonzalez,M,FRA
516,Clyde,Abrahams,M,RSA
517,Glen,Martnez,M,CRC
518,Guy,Abrahams,M,PAN
519,Harold,Abrahams,M,GBR
520,Sidney,Abrahams,M,GBR
521,Isak,Abrahamsen,M,NOR
522,Knut,Abrahamsen,M,NOR
523,Trond,Abrahamsen,M,NOR
524,Donald,Jr.,M,USA
525,Richard,Abrahamson,M,USA
526,Kurt,(-Abris),M,SWE
527,Erik,Abrahamsson,M,SWE
528,Karl,Abrahamsson,M,SWE
529,Karl,Abrahamsson,M,SWE
530,Ulf,Abrahamsson,M,SWE
531,Fletcher,Jr.,M,USA
532,Iason,Abramashvili,M,GEO
533,Yelena,(Kopets-),F,BLR
534,Oleksandr,Abramenko,M,UKR
535,Yevgeny,Abramenko,M,BLR
536,Lahcen,Abrami,M,MAR
537,Ek'aterina,Abramia,F,GEO
538,Jernej,Abrami,M,SLO
539,Levan,Abramishvili,M,GEO
540,Andrey,Abramov,M,URS
541,Andrey,Abramov,M,RUS
542,Nikolay,Abramov,M,URS
543,Pavel,Abramov,M,RUS
544,Sergey,Abramov,M,RUS
545,Valery,Abramov,M,URS
546,Inna,Abramova,F,URS
547,Nelli,Abramova,F,URS
548,Yekaterina,Abramova,F,RUS
549,Alen,Abramovi,M,CRO
550,Dmitry,Abramovich,M,RUS
551,Aliyah,Abrams,F,GUY
552,Colin,Abrams,M,GUY
553,John,Abrams,M,NZL
554,Benik,Abramyan,M,GEO
555,Antnio,Abrantes,M,POR
556,Arnaldo,Abrantes,M,POR
557,Arnaldo,Abrantes,M,POR
558,David,Abrard,M,FRA
559,Tsvetelina,Abrasheva,F,BUL
560,Amir,Abrashi,M,SUI
561,Thomas,Abratis,M,GER
562,Pawe,Abratkiewicz,M,POL
563,Diogo,Abreu,M,POR
564,Eloy,Morales,M,CUB
565,Glauclio,Abreu,M,BRA
566,Jos,Abreu,M,POR
567,Emilio,Abreu,M,PAR
568,Morais,Abreu,M,ANG
569,Paulo,Abreu,M,BRA
570,Pedro,Pascal,M,CUB
571,Rubn,Rivero,M,VEN
572,Rui,Abreu,M,POR
573,Franck,Abrial,M,FRA
574,rika,Surez,F,COL
575,Laura,Restrepo,F,COL
576,Alejandro,Redondo,M,ESP
577,Knut,brink,M,SWE
578,Bourhan,Abro,M,DJI
579,Anastasiya,Abrosimova,F,RUS
580,Svetlana,Abrosimova,F,RUS
581,Elisabeta,Abrudeanu,F,ROU
582,Saypulla,Absaidov,M,URS
583,Julien,Absalon,M,FRA
584,Ayele,Biza,M,ETH
585,Brian,Abshire,M,USA
586,Tobias,Abstreiter,M,GER
587,Gudrun,Abt,F,FRG
588,Aleksandr,Abt,M,RUS
589,Najmeh,Abtin,F,IRI
590,Mohamed,Abdullah,M,BAN
591,Abdul,Labid,M,IRQ
592,Mohamed,Ali,M,KSA
593,Methkal,Drais,M,JOR
594,Lailin,Hassan,M,MAS
595,Majed,Maraheel,M,PLE
596,Maher,Rmilah,M,PLE
597,Mohamed,Sobea,M,EGY
598,Omar,Abu-Fares,M,JOR
599,Bektas,Abubakirov,M,KAZ
600,Nagmeldin,Abubakr,M,SUD
601,Sanna,Abubkheet,F,PLE
602,Abudoureheman,Abudoureheman,M,CHN
603,Juma,Abudu,M,KEN
604,Folashade,Abugan,F,NGR
605,Fernando,Aboino,M,PER
606,Roberto,Aboino,M,PER
607,Hamza,Abughalia,M,LBA
608,Ahmad,Abughaush,M,JOR
609,Fartun,Omar,F,SOM
610,Ginko,Abukawa-Chiba,F,JPN
611,Mohammed,Abukhousa,M,PLE
612,Mohammad,Abulibdeh,M,JOR
613,Kariman,Abuljadayel,F,KSA
614,Jos,Sandoval,M,MEX
615,Abdullah,Abuqrais,M,KUW
616,Shigeru,Aburaya,M,JPN
617,Cristobal,Tinoco,M,MEX
618,Aleksandr,Abushakhmetov,M,URS
619,Magomedgasan,Abushev,M,URS
620,Kanat,Abutalipov,M,KAZ
621,Anas,Abuyousuf,M,QAT
622,Ali,Abuzamia,M,JOR
623,Irina,Abysova,F,RUS
624,Srr,Acar,M,TUR
625,E.,Acarbay,M,TUR
626,Alain,Acart,M,FRA
627,Andreea,Acatrinei,F,ROU
628,Jacques,Accambray,M,FRA
629,William,Accambray,M,FRA
630,Anna,Abella,F,ESP
631,Ezio,Acchini,M,ITA
632,Mario,Acchini,M,ITA
633,Martina,Accola,F,SUI
634,Paul,Accola,M,SUI
635,Alfredo,Accorsi,M,ITA
636,Enrique,Teuthorn,M,CHI
637,Eusebio,Colarte,M,CUB
638,Raidel,Morales,M,CUB
639,Domingo,Villanueva,M,ESP
640,Carmen,Jorge,F,ESP
641,Jos,Aceituno,M,CHI
642,Ervin,Acel,M,USA
643,Marco,Acerbi,M,ITA
644,Claudia,Marez,F,URU
645,Elmer,Acevedo,M,ESA
646,Anibl,Acevedo,M,PUR
647,Eyne,Tabares,M,COL
648,Fabio,Acevedo,M,COL
649,Fernando,Portugues,M,PER
650,Javier,Acevedo,M,CAN
651,Jos,Herrera,M,VEN
652,Nicole,Tangarife,F,COL
653,Sharon,Tangarife,F,COL
654,Daniel,Villagrn,M,MEX
655,Roberto,Villagrn,M,MEX
656,David,Acfield,M,GBR
657,Mohamed,Acha-Cheloi,M,IRI
658,Jaouad,Achab,M,BEL
659,Mustapha,Achab,M,MAR
660,Karem,Ramrez,F,MEX
661,Emilio,Achacoso,M,PHI
662,Loreto,Snchez-Marn,F,ESP
663,Sharath,Achanta,M,IND
664,Kieron,Achara,M,GBR
665,Gilbert,Achard-Picard,M,FRA
666,Aziz,Acharki,M,GER
667,Benjamin,Acheampong,M,GHA
668,Gemma,Acheampong,F,GHA
669,Joachim,Acheampong,M,GHA
670,Alfred,Achermann,M,SUI
671,Ghassan,Achi,M,LIB
672,Wilson,Achia,M,UGA
673,Abdel,Achik,M,MAR
674,Mohamed,Achik,M,MAR
675,Onochie,Achike,M,GBR
676,Gaston,Achille,M,FRA
677,Georges,Achille-Fould,F,FRA
678,Jacob,Achilles,M,NED
679,Ioan,Achiriloaie,M,ROU
680,Rita,Achkina,F,URS
681,Janet,Achola,F,UGA
682,Julius,Achon,M,UGA
683,Natalie,Achonwa,F,CAN
684,Ahmed,Achouche,M,EGY
685,Dallal,Achour,F,ALG
686,Khaled,Achour,M,TUN
687,Haykel,Al-Achouri,M,TUN
688,Said,Achtar,M,SYR
689,Roger,Achten,M,BEL
690,Chantal,Achterberg,F,NED
691,Assumpta,Achuo-Bei,F,CMR
692,James,Achurch,M,AUS
693,Gabriel,Assi,M,CIV
694,Oliver,Acii,F,UGA
695,Ricardo,Acioly,M,BRA
696,Charles,Acke,M,BEL
697,Fausto,(Padovini-),M,SWE
698,Paul,Ackerley,M,NZL
699,Charles,Ackerly,M,USA
700,Nathaniel,Ackerman,M,GBR
701,Georg,Ackermann,M,GER
702,Ronny,Ackermann,M,GER
703,Marianne,Ackermans-Thomas,F,NED
704,Dsir,Acket,M,BEL
705,Donat,Acklin,M,SUI
706,Guido,Acklin,M,SUI
707,Urban,Acman,M,SLO
708,Alberto,Palma,M,MEX
709,Asuncin,Galano,F,CUB
710,Bryan,Ramos,M,HON
711,Carlos,Acosta,M,MEX
712,Hctor,Acosta,M,ARG
713,Jos,Acosta,M,ARG
714,Juan,Umazabal,M,CHI
715,Julio,Gonzlez,M,CHI
716,Lautaro,Acosta,M,ARG
717,Leopoldo,Acosta,M,ECU
718,Luis,Acosta,M,MEX
719,Luz,Valdez,F,MEX
720,Marcelo,Jimnez,M,ESA
721,Mara,Acosta,F,VEN
722,Mariano,Acosta,M,ARG
723,Osmay,Duarte,M,CUB
724,Pedro,Snchez,M,VEN
725,Roslandy,Alvarado,F,VEN
726,Tanya,Acosta,F,ARG
727,Martn,Daz,M,URU
728,George,Acquaah,M,GHA
729,Robert,Acquafresca,M,ITA
730,Edward,Acquah,M,GHA
731,Oliver,Acquah,M,GHA
732,Samuel,Acquah,M,GHA
733,Ilona,(-Zimmermann),F,HUN
734,Otto,Acthon,M,DEN
735,Benjamin,Acton,M,AUS
736,Brigitte,(-Smith),F,CAN
737,Amelia,(-Harvey),F,USA
738,Crox,Rodrguez,M,VEN
739,Jorge,Acua,M,URU
740,ngel,Lizana,M,MEX
741,Ricardo,Acua,M,MEX
742,Roberto,Acua,M,ARG
743,Arslanbek,Aylow,M,TKM
744,Jzsef,(-Eisenhoffer),M,HUN
745,Kazimierz,Adach,M,POL
746,Goro,Adachi,M,JPN
747,Kiyoshi,Adachi,M,JPN
748,Mariko,Adachi,F,JPN
